snapshot_date,warehouse_id,product_id,opening_stock_tons,stock_in_tons,stock_out_tons,closing_stock_tons,holding_cost_per_ton_inr,warehouse_capacity_tons,reorder_point_tons
2024-05-20,4,3,15462.9,3037.2,2710.9,15789.2,18.81,34018,6803.6
2024-05-27,4,3,15789.2,1028.4,994.0,15823.6,22.99,34018,6803.6
2024-06-03,4,3,15823.6,2052.2,1863.0,16012.8,38.65,34018,6803.6
2024-06-10,4,3,16012.8,1651.5,1495.1,16169.2,29.09,34018,6803.6
2024-06-17,4,3,16169.2,1946.4,2192.8,15922.8,19.39,34018,6803.6
2024-06-24,4,3,15922.8,2482.7,2411.5,15994.0,36.13,34018,6803.6
2024-07-01,4,3,15994.0,938.0,1040.4,15891.6,19.39,34018,6803.6
2024-07-08,4,3,15891.6,2211.8,2137.7,15965.7,27.36,34018,6803.6
2024-07-15,4,3,15965.7,925.0,1079.1,15811.6,23.7,34018,6803.6
2024-07-22,4,3,15811.6,903.5,796.3,15918.8,21.74,34018,6803.6
2024-07-29,4,3,15918.8,1465.9,1345.4,16039.3,39.89,34018,6803.6
2024-08-05,4,3,16039.3,1940.8,2095.9,15884.2,27.96,34018,6803.6
2024-08-12,4,3,15884.2,809.8,917.4,15776.6,33.61,34018,6803.6
2024-08-19,4,3,15776.6,2318.4,2490.1,15604.9,34.24,34018,6803.6
2024-08-26,4,3,15604.9,2085.3,2079.3,15610.9,24.36,34018,6803.6
2024-09-02,4,3,15610.9,2569.8,2780.0,15400.7,22.59,34018,6803.6
2024-09-09,4,3,15400.7,1037.3,990.1,15447.9,37.83,34018,6803.6
2024-09-16,4,3,15447.9,918.2,1041.8,15324.3,37.9,34018,6803.6
2024-09-23,4,3,15324.3,2375.1,2082.1,15617.3,33.63,34018,6803.6
2024-09-30,4,3,15617.3,2320.6,2347.6,15590.3,23.24,34018,6803.6
2024-10-07,4,3,15590.3,1850.8,1933.0,15508.1,28.33,34018,6803.6
2024-10-14,4,3,15508.1,1557.2,1815.0,15250.3,31.39,34018,6803.6
2024-10-21,4,3,15250.3,1611.2,1473.3,15388.2,19.24,34018,6803.6
2024-10-28,4,3,15388.2,1803.0,1882.0,15309.2,20.05,34018,6803.6
2024-11-04,4,3,15309.2,1545.6,1588.8,15266.0,34.57,34018,6803.6
2024-11-11,4,3,15266.0,1170.6,1065.0,15371.6,19.05,34018,6803.6
2024-11-18,4,3,15371.6,1879.5,1799.1,15452.0,18.32,34018,6803.6
2024-11-25,4,3,15452.0,849.6,911.5,15390.1,26.39,34018,6803.6
2024-12-02,4,3,15390.1,1669.6,1462.8,15596.9,21.67,34018,6803.6
2024-12-09,4,3,15596.9,2930.8,2585.9,15941.8,21.86,34018,6803.6
2024-12-16,4,3,15941.8,2723.3,2369.2,16295.9,23.45,34018,6803.6
2024-12-23,4,3,16295.9,2025.8,1879.8,16441.9,34.17,34018,6803.6
2024-12-30,4,3,16441.9,2484.4,2602.9,16323.4,20.65,34018,6803.6
2025-01-06,4,3,16323.4,2143.2,2251.6,16215.0,32.21,34018,6803.6
2025-01-13,4,3,16215.0,1786.2,1808.7,16192.5,37.39,34018,6803.6
2025-01-20,4,3,16192.5,2238.4,2157.8,16273.1,39.36,34018,6803.6
2025-01-27,4,3,16273.1,1462.6,1384.3,16351.4,25.82,34018,6803.6
2025-02-03,4,3,16351.4,2289.6,2090.7,16550.3,38.3,34018,6803.6
2025-02-10,4,3,16550.3,1920.4,1746.4,16724.3,25.37,34018,6803.6
2025-02-17,4,3,16724.3,2531.0,2273.4,16981.9,33.08,34018,6803.6
2025-02-24,4,3,16981.9,2650.9,2407.1,17225.7,23.55,34018,6803.6
2025-03-03,4,3,17225.7,2638.4,2533.8,17330.3,30.01,34018,6803.6
2025-03-10,4,3,17330.3,2982.9,3063.3,17249.9,23.17,34018,6803.6
2025-03-17,4,3,17249.9,2485.2,2744.5,16990.6,34.4,34018,6803.6
2025-03-24,4,3,16990.6,3179.6,2899.8,17270.4,31.93,34018,6803.6
2025-03-31,4,3,17270.4,2926.3,2936.1,17260.6,19.66,34018,6803.6
2025-04-07,4,3,17260.6,2675.5,2512.1,17424.0,37.04,34018,6803.6
2025-04-14,4,3,17424.0,1600.4,1791.1,17233.3,20.26,34018,6803.6
2025-04-21,4,3,17233.3,1779.2,1635.5,17377.0,29.47,34018,6803.6
2025-04-28,4,3,17377.0,1156.8,1253.9,17279.9,25.67,34018,6803.6
2025-05-05,4,3,17279.9,2140.8,1942.9,17477.8,39.83,34018,6803.6
2025-05-12,4,3,17477.8,2161.2,2235.5,17403.5,22.03,34018,6803.6
2025-05-19,4,3,17403.5,2095.1,2026.3,17472.3,25.19,34018,6803.6
2025-05-26,4,3,17472.3,1768.0,1609.4,17630.9,32.52,34018,6803.6
2025-06-02,4,3,17630.9,1946.7,1913.6,17664.0,29.1,34018,6803.6
2025-06-09,4,3,17664.0,1426.2,1283.6,17806.6,20.0,34018,6803.6
2025-06-16,4,3,17806.6,1409.1,1383.5,17832.2,28.14,34018,6803.6
2025-06-23,4,3,17832.2,2557.7,2271.7,18118.2,24.29,34018,6803.6
2025-06-30,4,3,18118.2,1117.6,1260.9,17974.9,19.3,34018,6803.6
2024-01-01,4,4,15839.4,1607.0,1734.0,15712.4,32.83,34018,6803.6
2024-01-08,4,4,15712.4,2684.8,2373.5,16023.7,26.79,34018,6803.6
2024-01-15,4,4,16023.7,2083.3,2237.3,15869.7,37.04,34018,6803.6
2024-01-22,4,4,15869.7,2772.5,2668.2,15974.0,32.5,34018,6803.6
2024-01-29,4,4,15974.0,2228.1,2168.5,16033.6,27.65,34018,6803.6
2024-02-05,4,4,16033.6,2680.1,2344.8,16368.9,34.41,34018,6803.6
2024-02-12,4,4,16368.9,1477.4,1477.2,16369.1,31.14,34018,6803.6
2024-02-19,4,4,16369.1,991.0,993.4,16366.7,20.25,34018,6803.6
2024-02-26,4,4,16366.7,1668.5,1904.5,16130.7,25.95,34018,6803.6
2024-03-04,4,4,16130.7,2393.2,2808.1,15715.8,24.03,34018,6803.6
2024-03-11,4,4,15715.8,1587.0,1545.3,15757.5,39.24,34018,6803.6
2024-03-18,4,4,15757.5,2346.3,2098.4,16005.4,21.58,34018,6803.6
2024-03-25,4,4,16005.4,1563.5,1400.8,16168.1,18.11,34018,6803.6
2024-04-01,4,4,16168.1,1737.3,1762.2,16143.2,38.82,34018,6803.6
2024-04-08,4,4,16143.2,1963.2,1749.9,16356.5,30.88,34018,6803.6
2024-04-15,4,4,16356.5,1302.1,1455.7,16202.9,28.78,34018,6803.6
2024-04-22,4,4,16202.9,805.4,847.3,16161.0,29.51,34018,6803.6
2024-04-29,4,4,16161.0,1947.7,1981.0,16127.7,39.21,34018,6803.6
2024-05-06,4,4,16127.7,1283.9,1117.2,16294.4,33.21,34018,6803.6
2024-05-13,4,4,16294.4,2665.6,2562.3,16397.7,22.73,34018,6803.6
2024-05-20,4,4,16397.7,2672.8,2420.0,16650.5,34.54,34018,6803.6
2024-05-27,4,4,16650.5,2367.5,2724.2,16293.8,39.16,34018,6803.6
2024-06-03,4,4,16293.8,3138.1,2804.1,16627.8,32.02,34018,6803.6
2024-06-10,4,4,16627.8,2745.4,2661.6,16711.6,28.83,34018,6803.6
2024-06-17,4,4,16711.6,2607.4,2858.2,16460.8,36.73,34018,6803.6
2024-06-24,4,4,16460.8,1655.6,1765.8,16350.6,29.14,34018,6803.6
2024-07-01,4,4,16350.6,1965.5,2172.2,16143.9,34.53,34018,6803.6
2024-07-08,4,4,16143.9,1735.3,1635.4,16243.8,21.46,34018,6803.6
2024-07-15,4,4,16243.8,835.9,930.4,16149.3,21.97,34018,6803.6
2024-07-22,4,4,16149.3,2400.8,2406.2,16143.9,34.81,34018,6803.6
2024-07-29,4,4,16143.9,2193.4,2374.9,15962.4,38.04,34018,6803.6
2024-08-05,4,4,15962.4,2096.2,2394.0,15664.6,30.59,34018,6803.6
2024-08-12,4,4,15664.6,1604.0,1623.7,15644.9,26.08,34018,6803.6
2024-08-19,4,4,15644.9,1714.0,1791.6,15567.3,28.18,34018,6803.6
2024-08-26,4,4,15567.3,2010.8,1880.7,15697.4,21.33,34018,6803.6
2024-09-02,4,4,15697.4,1056.6,1057.3,15696.7,28.45,34018,6803.6
2024-09-09,4,4,15696.7,2001.2,1935.4,15762.5,24.03,34018,6803.6
2024-09-16,4,4,15762.5,2112.7,2115.4,15759.8,28.91,34018,6803.6
2024-09-23,4,4,15759.8,2072.2,2004.8,15827.2,31.57,34018,6803.6
2024-09-30,4,4,15827.2,2500.0,2500.4,15826.8,38.7,34018,6803.6
2024-10-07,4,4,15826.8,2603.3,2738.6,15691.5,37.39,34018,6803.6
2024-10-14,4,4,15691.5,1877.1,1643.3,15925.3,38.4,34018,6803.6
2024-10-21,4,4,15925.3,1629.1,1706.2,15848.2,33.09,34018,6803.6
2024-10-28,4,4,15848.2,1624.3,1549.7,15922.8,27.27,34018,6803.6
2024-11-04,4,4,15922.8,1768.2,1835.0,15856.0,35.53,34018,6803.6
2024-11-11,4,4,15856.0,2144.1,2032.4,15967.7,36.06,34018,6803.6
2024-11-18,4,4,15967.7,2458.2,2451.2,15974.7,23.59,34018,6803.6
2024-11-25,4,4,15974.7,1577.6,1553.4,15998.9,23.25,34018,6803.6
2024-12-02,4,4,15998.9,2227.1,2423.9,15802.1,25.37,34018,6803.6
2024-12-09,4,4,15802.1,2213.8,2089.9,15926.0,26.68,34018,6803.6
2024-12-16,4,4,15926.0,2645.6,2360.9,16210.7,21.62,34018,6803.6
2024-12-23,4,4,16210.7,2772.0,2740.7,16242.0,27.87,34018,6803.6
2024-12-30,4,4,16242.0,2704.9,2492.5,16454.4,33.02,34018,6803.6
2025-01-06,4,4,16454.4,1578.1,1696.5,16336.0,25.93,34018,6803.6
2025-01-13,4,4,16336.0,2073.3,2034.3,16375.0,38.33,34018,6803.6
2025-01-20,4,4,16375.0,1880.4,1790.9,16464.5,32.52,34018,6803.6
2025-01-27,4,4,16464.5,2741.6,2389.3,16816.8,35.64,34018,6803.6
2025-02-03,4,4,16816.8,1014.2,927.5,16903.5,40.0,34018,6803.6
2025-02-10,4,4,16903.5,955.6,928.5,16930.6,31.19,34018,6803.6
2025-02-17,4,4,16930.6,2227.2,2001.8,17156.0,35.92,34018,6803.6
2025-02-24,4,4,17156.0,1093.6,1241.5,17008.1,21.66,34018,6803.6
2025-03-03,4,4,17008.1,2472.3,2811.0,16669.4,32.22,34018,6803.6
2025-03-10,4,4,16669.4,2118.4,2314.1,16473.7,23.06,34018,6803.6
2025-03-17,4,4,16473.7,2550.7,2613.4,16411.0,28.99,34018,6803.6
2025-03-24,4,4,16411.0,1509.3,1667.8,16252.5,27.66,34018,6803.6
2025-03-31,4,4,16252.5,1298.8,1381.6,16169.7,22.44,34018,6803.6
2025-04-07,4,4,16169.7,1989.6,2125.5,16033.8,21.64,34018,6803.6
2025-04-14,4,4,16033.8,2543.4,2486.8,16090.4,36.9,34018,6803.6
2025-04-21,4,4,16090.4,2345.3,2439.1,15996.6,30.36,34018,6803.6
2025-04-28,4,4,15996.6,2730.8,2852.3,15875.1,23.27,34018,6803.6
2025-05-05,4,4,15875.1,1279.7,1130.5,16024.3,23.49,34018,6803.6
2025-05-12,4,4,16024.3,2808.9,2733.6,16099.6,30.98,34018,6803.6
2025-05-19,4,4,16099.6,1591.3,1642.6,16048.3,25.06,34018,6803.6
2025-05-26,4,4,16048.3,2490.7,2324.2,16214.8,29.69,34018,6803.6
2025-06-02,4,4,16214.8,1828.6,1757.1,16286.3,28.81,34018,6803.6
2025-06-09,4,4,16286.3,2225.4,2559.3,15952.4,37.86,34018,6803.6
2025-06-16,4,4,15952.4,1890.5,1885.3,15957.6,26.6,34018,6803.6
2025-06-23,4,4,15957.6,1742.5,1902.1,15798.0,28.94,34018,6803.6
2025-06-30,4,4,15798.0,1508.3,1607.7,15698.6,22.67,34018,6803.6
2024-01-01,4,5,16009.8,2558.4,2569.9,15998.3,23.09,34018,6803.6
2024-01-08,4,5,15998.3,1958.4,1736.6,16220.1,35.15,34018,6803.6
2024-01-15,4,5,16220.1,2666.7,2513.8,16373.0,33.93,34018,6803.6
2024-01-22,4,5,16373.0,1084.9,1137.1,16320.8,36.3,34018,6803.6
2024-01-29,4,5,16320.8,1040.3,1192.2,16168.9,36.62,34018,6803.6
2024-02-05,4,5,16168.9,2198.3,2449.5,15917.7,29.62,34018,6803.6
2024-02-12,4,5,15917.7,789.2,882.2,15824.7,23.66,34018,6803.6
2024-02-19,4,5,15824.7,2108.4,2239.5,15693.6,35.83,34018,6803.6
2024-02-26,4,5,15693.6,708.9,832.7,15569.8,24.6,34018,6803.6
2024-03-04,4,5,15569.8,2563.9,2258.0,15875.7,24.94,34018,6803.6
2024-03-11,4,5,15875.7,1675.8,1943.2,15608.3,18.03,34018,6803.6
2024-03-18,4,5,15608.3,714.3,812.4,15510.2,37.24,34018,6803.6
2024-03-25,4,5,15510.2,2316.0,2068.8,15757.4,36.37,34018,6803.6
2024-04-01,4,5,15757.4,2251.7,2355.1,15654.0,20.95,34018,6803.6
2024-04-08,4,5,15654.0,851.5,993.0,15512.5,21.91,34018,6803.6
2024-04-15,4,5,15512.5,860.1,814.2,15558.4,26.55,34018,6803.6
2024-04-22,4,5,15558.4,1834.5,1846.2,15546.7,24.24,34018,6803.6
2024-04-29,4,5,15546.7,1021.6,1008.8,15559.5,37.0,34018,6803.6
2024-05-06,4,5,15559.5,2591.4,2294.4,15856.5,25.83,34018,6803.6
2024-05-13,4,5,15856.5,2705.4,2536.1,16025.8,38.75,34018,6803.6
2024-05-20,4,5,16025.8,1528.4,1400.8,16153.4,29.18,34018,6803.6
2024-05-27,4,5,16153.4,1707.1,1724.8,16135.7,27.52,34018,6803.6
2024-06-03,4,5,16135.7,2999.3,2646.5,16488.5,32.59,34018,6803.6
2024-06-10,4,5,16488.5,1208.1,1237.6,16459.0,25.82,34018,6803.6
2024-06-17,4,5,16459.0,1967.5,2258.6,16167.9,32.39,34018,6803.6
2024-06-24,4,5,16167.9,1661.2,1789.5,16039.6,19.4,34018,6803.6
2024-07-01,4,5,16039.6,1019.7,912.4,16146.9,30.69,34018,6803.6
2024-07-08,4,5,16146.9,1680.7,1965.2,15862.4,34.96,34018,6803.6
2024-07-15,4,5,15862.4,1184.6,1227.5,15819.5,32.23,34018,6803.6
2024-07-22,4,5,15819.5,1162.6,1067.6,15914.5,36.38,34018,6803.6
2024-07-29,4,5,15914.5,1795.0,1870.5,15839.0,23.54,34018,6803.6
2024-08-05,4,5,15839.0,2173.4,2282.6,15729.8,35.81,34018,6803.6
2024-08-12,4,5,15729.8,2183.4,2284.2,15629.0,23.04,34018,6803.6
2024-08-19,4,5,15629.0,1436.9,1508.3,15557.6,39.05,34018,6803.6
2024-08-26,4,5,15557.6,2143.3,2046.6,15654.3,24.24,34018,6803.6
2024-09-02,4,5,15654.3,1508.6,1524.1,15638.8,39.49,34018,6803.6
2024-09-09,4,5,15638.8,1917.2,2139.2,15416.8,39.8,34018,6803.6
2024-09-16,4,5,15416.8,1358.5,1310.6,15464.7,37.25,34018,6803.6
2024-09-23,4,5,15464.7,2268.2,2011.2,15721.7,36.66,34018,6803.6
2024-09-30,4,5,15721.7,905.7,857.6,15769.8,33.86,34018,6803.6
2024-10-07,4,5,15769.8,1741.2,1550.7,15960.3,35.62,34018,6803.6
2024-10-14,4,5,15960.3,1430.0,1559.6,15830.7,22.68,34018,6803.6
2024-10-21,4,5,15830.7,1278.7,1245.4,15864.0,32.14,34018,6803.6
2024-10-28,4,5,15864.0,1116.2,1100.2,15880.0,23.51,34018,6803.6
2024-11-04,4,5,15880.0,2959.2,2673.4,16165.8,20.54,34018,6803.6
2024-11-11,4,5,16165.8,1517.0,1338.5,16344.3,24.58,34018,6803.6
2024-11-18,4,5,16344.3,2206.6,2550.6,16000.3,26.53,34018,6803.6
2024-11-25,4,5,16000.3,2016.2,2078.8,15937.7,35.39,34018,6803.6
2024-12-02,4,5,15937.7,2838.7,2827.2,15949.2,28.2,34018,6803.6
2024-12-09,4,5,15949.2,2430.1,2258.2,16121.1,19.32,34018,6803.6
2024-12-16,4,5,16121.1,1723.0,1723.1,16121.0,24.76,34018,6803.6
2024-12-23,4,5,16121.0,2675.2,2396.9,16399.3,36.6,34018,6803.6
2024-12-30,4,5,16399.3,2362.7,2171.1,16590.9,23.12,34018,6803.6
2025-01-06,4,5,16590.9,888.5,884.9,16594.5,27.02,34018,6803.6
2025-01-13,4,5,16594.5,2968.7,2731.8,16831.4,26.4,34018,6803.6
2025-01-20,4,5,16831.4,820.3,879.7,16772.0,25.93,34018,6803.6
2025-01-27,4,5,16772.0,2591.9,2312.2,17051.7,22.86,34018,6803.6
2025-02-03,4,5,17051.7,2772.6,2594.7,17229.6,25.77,34018,6803.6
2025-02-10,4,5,17229.6,771.9,897.7,17103.8,31.62,34018,6803.6
2025-02-17,4,5,17103.8,2847.2,2738.8,17212.2,35.02,34018,6803.6
2025-02-24,4,5,17212.2,1844.5,1985.8,17070.9,18.87,34018,6803.6
2025-03-03,4,5,17070.9,2646.8,2667.4,17050.3,37.28,34018,6803.6
2025-03-10,4,5,17050.3,1560.6,1673.0,16937.9,32.68,34018,6803.6
2025-03-17,4,5,16937.9,2311.0,2177.6,17071.3,20.0,34018,6803.6
2025-03-24,4,5,17071.3,1060.6,1038.5,17093.4,30.06,34018,6803.6
2025-03-31,4,5,17093.4,1039.0,1061.2,17071.2,31.94,34018,6803.6
2025-04-07,4,5,17071.2,1863.1,2056.5,16877.8,38.41,34018,6803.6
2025-04-14,4,5,16877.8,856.6,919.3,16815.1,19.49,34018,6803.6
2025-04-21,4,5,16815.1,1541.4,1460.2,16896.3,18.52,34018,6803.6
2025-04-28,4,5,16896.3,847.9,930.0,16814.2,18.61,34018,6803.6
2025-05-05,4,5,16814.2,1556.2,1693.3,16677.1,25.09,34018,6803.6
2025-05-12,4,5,16677.1,2595.0,2648.9,16623.2,18.33,34018,6803.6
2025-05-19,4,5,16623.2,1776.9,2012.8,16387.3,19.31,34018,6803.6
2025-05-26,4,5,16387.3,1413.0,1516.7,16283.6,20.46,34018,6803.6
2025-06-02,4,5,16283.6,1439.0,1445.9,16276.7,23.53,34018,6803.6
2025-06-09,4,5,16276.7,986.1,882.2,16380.6,32.33,34018,6803.6
2025-06-16,4,5,16380.6,2259.7,2323.8,16316.5,30.61,34018,6803.6
2025-06-23,4,5,16316.5,2207.7,2306.9,16217.3,36.29,34018,6803.6
2025-06-30,4,5,16217.3,2283.4,2439.2,16061.5,25.32,34018,6803.6
2024-01-01,5,1,20704.1,2611.0,2388.0,20927.1,30.41,28925,5785.0
2024-01-08,5,1,20927.1,1957.1,2011.3,20872.9,33.24,28925,5785.0
2024-01-15,5,1,20872.9,2477.7,2439.1,20911.5,31.41,28925,5785.0
2024-01-22,5,1,20911.5,3168.4,3053.3,21026.6,33.06,28925,5785.0
2024-01-29,5,1,21026.6,3239.7,2872.2,21394.1,34.2,28925,5785.0
2024-02-05,5,1,21394.1,2899.0,2589.8,21703.3,37.81,28925,5785.0
2024-02-12,5,1,21703.3,2267.1,2076.9,21893.5,39.61,28925,5785.0
2024-02-19,5,1,21893.5,1631.4,1683.4,21841.5,27.14,28925,5785.0
2024-02-26,5,1,21841.5,3217.9,2825.7,22233.7,24.72,28925,5785.0
2024-03-04,5,1,22233.7,3565.3,3290.3,22508.7,33.32,28925,5785.0
2024-03-11,5,1,22508.7,2908.1,2846.8,22570.0,24.21,28925,5785.0
2024-03-18,5,1,22570.0,1455.0,1531.2,22493.8,23.05,28925,5785.0
2024-03-25,5,1,22493.8,3354.4,3033.1,22815.1,21.49,28925,5785.0
2024-04-01,5,1,22815.1,2745.4,3096.7,22463.8,26.36,28925,5785.0
2024-04-08,5,1,22463.8,1530.9,1628.9,22365.8,36.89,28925,5785.0
2024-04-15,5,1,22365.8,2064.1,2338.7,22091.2,22.38,28925,5785.0
2024-04-22,5,1,22091.2,3432.3,3527.4,21996.1,38.59,28925,5785.0
2024-04-29,5,1,21996.1,2710.3,2704.6,22001.8,28.04,28925,5785.0
2024-05-06,5,1,22001.8,3646.0,3312.4,22335.4,20.8,28925,5785.0
2024-05-13,5,1,22335.4,2152.5,2302.6,22185.3,37.79,28925,5785.0
2024-05-20,5,1,22185.3,3027.1,3228.2,21984.2,26.98,28925,5785.0
2024-05-27,5,1,21984.2,2594.9,2297.3,22281.8,28.42,28925,5785.0
2024-06-03,5,1,22281.8,1248.1,1167.5,22362.4,20.12,28925,5785.0
2024-06-10,5,1,22362.4,2963.8,2951.8,22374.4,34.78,28925,5785.0
2024-06-17,5,1,22374.4,2454.0,2718.9,22109.5,37.67,28925,5785.0
2024-06-24,5,1,22109.5,3613.8,3701.9,22021.4,31.41,28925,5785.0
2024-07-01,5,1,22021.4,2710.1,2682.5,22049.0,19.98,28925,5785.0
2024-07-08,5,1,22049.0,2310.7,2518.4,21841.3,35.55,28925,5785.0
2024-07-15,5,1,21841.3,2996.4,3502.1,21335.6,34.21,28925,5785.0
2024-07-22,5,1,21335.6,1181.6,1385.3,21131.9,18.3,28925,5785.0
2024-07-29,5,1,21131.9,2557.0,2336.8,21352.1,24.85,28925,5785.0
2024-08-05,5,1,21352.1,3548.2,3634.2,21266.1,22.15,28925,5785.0
2024-08-12,5,1,21266.1,2421.3,2332.5,21354.9,29.13,28925,5785.0
2024-08-19,5,1,21354.9,2077.0,2291.1,21140.8,33.39,28925,5785.0
2024-08-26,5,1,21140.8,2305.2,2020.0,21426.0,26.81,28925,5785.0
2024-09-02,5,1,21426.0,1870.6,1688.4,21608.2,22.59,28925,5785.0
2024-09-09,5,1,21608.2,1654.5,1552.7,21710.0,24.56,28925,5785.0
2024-09-16,5,1,21710.0,2230.2,2263.4,21676.8,35.24,28925,5785.0
2024-09-23,5,1,21676.8,2897.9,2702.2,21872.5,39.72,28925,5785.0
2024-09-30,5,1,21872.5,2908.5,3115.2,21665.8,34.87,28925,5785.0
2024-10-07,5,1,21665.8,3404.9,3477.1,21593.6,32.51,28925,5785.0
2024-10-14,5,1,21593.6,2181.8,2456.3,21319.1,34.03,28925,5785.0
2024-10-21,5,1,21319.1,2189.7,2295.5,21213.3,28.29,28925,5785.0
2024-10-28,5,1,21213.3,2871.2,2665.8,21418.7,37.99,28925,5785.0
2024-11-04,5,1,21418.7,3417.5,2976.2,21860.0,21.46,28925,5785.0
2024-11-11,5,1,21860.0,1665.0,1531.6,21993.4,31.94,28925,5785.0
2024-11-18,5,1,21993.4,3756.0,3564.6,22184.8,18.28,28925,5785.0
2024-11-25,5,1,22184.8,2785.5,3049.3,21921.0,27.83,28925,5785.0
2024-12-02,5,1,21921.0,3210.5,3066.7,22064.8,26.42,28925,5785.0
2024-12-09,5,1,22064.8,3568.1,3148.6,22484.3,23.08,28925,5785.0
2024-12-16,5,1,22484.3,1312.0,1473.3,22323.0,28.07,28925,5785.0
2024-12-23,5,1,22323.0,1962.3,1981.6,22303.7,19.86,28925,5785.0
2024-12-30,5,1,22303.7,1747.2,1831.2,22219.7,38.54,28925,5785.0
2025-01-06,5,1,22219.7,1702.1,1969.0,21952.8,24.84,28925,5785.0
2025-01-13,5,1,21952.8,3689.1,3771.4,21870.5,36.01,28925,5785.0
2025-01-20,5,1,21870.5,1650.9,1853.4,21668.0,28.93,28925,5785.0
2025-01-27,5,1,21668.0,3377.0,3060.1,21984.9,23.3,28925,5785.0
2025-02-03,5,1,21984.9,3906.5,3919.1,21972.3,29.05,28925,5785.0
2025-02-10,5,1,21972.3,3452.3,3551.0,21873.6,34.66,28925,5785.0
2025-02-17,5,1,21873.6,2411.6,2707.8,21577.4,18.72,28925,5785.0
2025-02-24,5,1,21577.4,4106.1,3699.4,21984.1,39.64,28925,5785.0
2025-03-03,5,1,21984.1,3158.3,3026.0,22116.4,22.59,28925,5785.0
2025-03-10,5,1,22116.4,2942.2,2952.5,22106.1,26.3,28925,5785.0
2025-03-17,5,1,22106.1,2684.7,3066.5,21724.3,29.09,28925,5785.0
2025-03-24,5,1,21724.3,3546.8,3227.3,22043.8,28.78,28925,5785.0
2025-03-31,5,1,22043.8,2158.5,2112.6,22089.7,20.82,28925,5785.0
2025-04-07,5,1,22089.7,1498.1,1367.2,22220.6,20.78,28925,5785.0
2025-04-14,5,1,22220.6,2255.1,2316.4,22159.3,39.63,28925,5785.0
2025-04-21,5,1,22159.3,3390.4,3139.4,22410.3,32.74,28925,5785.0
2025-04-28,5,1,22410.3,1834.6,1914.4,22330.5,22.03,28925,5785.0
2025-05-05,5,1,22330.5,2349.6,2690.3,21989.8,37.89,28925,5785.0
2025-05-12,5,1,21989.8,1518.3,1661.1,21847.0,28.66,28925,5785.0
2025-05-19,5,1,21847.0,1800.5,2000.6,21646.9,39.68,28925,5785.0
2025-05-26,5,1,21646.9,2003.6,1869.3,21781.2,33.97,28925,5785.0
2025-06-02,5,1,21781.2,1662.8,1781.6,21662.4,29.76,28925,5785.0
2025-06-09,5,1,21662.4,3760.0,3507.9,21914.5,24.67,28925,5785.0
2025-06-16,5,1,21914.5,1258.1,1218.8,21953.8,28.47,28925,5785.0
2025-06-23,5,1,21953.8,2170.4,2079.2,22045.0,38.94,28925,5785.0
2025-06-30,5,1,22045.0,3875.0,3691.5,22228.5,39.1,28925,5785.0
2024-01-01,5,2,21453.3,1335.1,1354.5,21433.9,32.53,28925,5785.0
2024-01-08,5,2,21433.9,3739.0,3304.8,21868.1,29.38,28925,5785.0
2024-01-15,5,2,21868.1,2012.9,2154.0,21727.0,31.35,28925,5785.0
2024-01-22,5,2,21727.0,3164.0,3043.1,21847.9,22.29,28925,5785.0
2024-01-29,5,2,21847.9,2058.3,2359.7,21546.5,29.45,28925,5785.0
2024-02-05,5,2,21546.5,1873.1,1677.3,21742.3,35.78,28925,5785.0
2024-02-12,5,2,21742.3,2787.8,3154.6,21375.5,27.83,28925,5785.0
2024-02-19,5,2,21375.5,1354.7,1569.5,21160.7,26.85,28925,5785.0
2024-02-26,5,2,21160.7,2162.1,1921.1,21401.7,38.37,28925,5785.0
2024-03-04,5,2,21401.7,3136.1,3671.0,20866.8,29.42,28925,5785.0
2024-03-11,5,2,20866.8,1127.1,1092.8,20901.1,29.19,28925,5785.0
2024-03-18,5,2,20901.1,1917.3,2214.5,20603.9,20.31,28925,5785.0
2024-03-25,5,2,20603.9,1724.1,1868.7,20459.3,21.93,28925,5785.0
2024-04-01,5,2,20459.3,2822.1,3287.1,19994.3,22.79,28925,5785.0
2024-04-08,5,2,19994.3,3760.6,3383.3,20371.6,25.82,28925,5785.0
2024-04-15,5,2,20371.6,2820.4,3148.9,20043.1,32.09,28925,5785.0
2024-04-22,5,2,20043.1,3275.6,3303.4,20015.3,21.67,28925,5785.0
2024-04-29,5,2,20015.3,2693.4,2506.8,20201.9,37.04,28925,5785.0
2024-05-06,5,2,20201.9,1875.9,2005.8,20072.0,33.08,28925,5785.0
2024-05-13,5,2,20072.0,1527.8,1655.6,19944.2,22.01,28925,5785.0
2024-05-20,5,2,19944.2,1914.5,1950.0,19908.7,33.95,28925,5785.0
2024-05-27,5,2,19908.7,1246.0,1274.3,19880.4,32.47,28925,5785.0
2024-06-03,5,2,19880.4,2609.9,2402.4,20087.9,37.63,28925,5785.0
2024-06-10,5,2,20087.9,1751.2,1560.0,20279.1,37.48,28925,5785.0
2024-06-17,5,2,20279.1,2158.6,1973.1,20464.6,29.34,28925,5785.0
2024-06-24,5,2,20464.6,3417.0,3180.4,20701.2,39.17,28925,5785.0
2024-07-01,5,2,20701.2,1745.5,1630.1,20816.6,18.31,28925,5785.0
2024-07-08,5,2,20816.6,3215.9,3535.2,20497.3,26.22,28925,5785.0
