shipment_id,shipment_date,route_id,origin_id,destination_id,product_id,supplier_id,quantity_tons,distance_km,fuel_cost_inr,freight_cost_inr,handling_cost_inr,planned_delivery_date,actual_delivery_date,delay_days,demurrage_cost_inr,shipment_status,transport_mode_id
898,2025-06-06,11,15,5,1,2,2709.2,1642,88780.01,194361.17,86364.21,2025-06-09,2025-06-13,4.0,375760.04,Delivered,1
899,2024-02-27,15,2,10,3,5,1041.3,225,4223.04,10308.3,44618.61,2024-02-29,2024-02-29,0.0,0.0,Delivered,1
900,2024-03-17,4,10,8,1,2,1454.5,1052,26461.01,68177.74,80485.34,2024-03-19,2024-03-19,0.0,0.0,Delivered,1
901,2024-06-12,4,10,8,1,1,403.8,1052,7616.58,18652.3,12315.47,2024-06-14,2024-06-23,9.0,99192.33,Delivered,1
902,2025-01-30,3,8,7,4,6,3134.7,1058,64894.03,50336.73,166586.86,2025-02-01,2025-02-02,1.0,52320.81,Delivered,3
903,2024-08-16,21,3,8,1,3,758.7,1032,14644.0,19849.55,44725.31,2024-08-18,2024-08-18,0.0,0.0,Delivered,2
904,2024-06-13,15,2,10,3,2,2293.7,225,9298.29,25461.38,60248.59,2024-06-15,2024-06-18,3.0,228106.8,Delivered,1
905,2024-04-22,15,2,10,4,7,2817.1,225,11866.83,29356.76,114879.14,2024-04-24,2024-04-25,1.0,43626.14,Delivered,1
906,2024-05-24,15,2,10,3,6,1018.8,225,4192.59,3567.93,43144.98,2024-05-26,2024-05-29,3.0,98979.14,Delivered,3
907,2024-02-24,11,15,5,1,8,3219.8,1642,94423.13,128462.87,124583.45,2024-02-26,2024-02-28,2.0,123884.81,Delivered,2
908,2024-02-28,4,10,8,2,1,2432.7,1052,44489.68,112863.08,102432.61,2024-03-01,2024-03-05,4.0,168578.97,Delivered,1
909,2024-06-19,4,10,8,4,1,2632.3,1052,50674.24,128702.47,87460.7,2024-06-21,2024-06-27,6.0,313905.1,Delivered,1
910,2025-03-12,15,2,10,2,5,3468.5,225,15277.68,38645.16,141553.69,2025-03-14,2025-03-14,0.0,0.0,Delivered,1
911,2024-08-01,4,10,8,1,2,3370.9,1052,64819.07,171737.22,125352.01,2024-08-03,2024-08-08,5.0,420867.7,Delivered,1
912,2024-06-29,15,2,10,1,6,1277.8,225,5389.72,4406.06,36639.12,2024-07-01,2024-07-06,5.0,147471.65,Delivered,3
913,2024-06-09,15,2,10,5,1,617.6,225,2635.3,6106.59,24378.85,2024-06-11,2024-06-17,6.0,70702.97,Delivered,1
914,2024-11-06,4,10,8,1,8,2827.1,1052,56238.84,78910.73,76086.7,2024-11-08,2024-11-08,0.0,0.0,Delivered,2
915,2024-04-17,15,2,10,3,6,888.7,225,3597.72,3035.64,26796.77,2024-04-19,2024-04-24,5.0,131424.66,Delivered,3
916,2024-05-18,4,10,8,1,3,2156.2,1052,41031.8,59769.34,102737.43,2024-05-20,2024-05-20,0.0,0.0,Delivered,2
917,2025-03-20,23,1,4,1,2,688.9,1034,14148.53,34142.3,38261.41,2025-03-22,2025-03-22,0.0,0.0,Delivered,1
918,2024-03-22,15,2,10,3,6,3473.4,225,13549.0,11974.81,186929.92,2024-03-24,2024-03-27,3.0,246411.36,Delivered,3
919,2024-05-23,17,5,14,2,2,514.5,1079,10227.18,29506.16,18398.0,2024-05-25,2024-05-25,0.0,0.0,Delivered,1
920,2024-05-06,4,10,8,1,8,2389.9,1052,44454.84,71610.9,82478.82,2024-05-08,2024-05-09,1.0,53462.28,Delivered,2
921,2024-07-20,4,10,8,4,7,1883.9,1052,36510.92,105841.19,69526.01,2024-07-22,2024-07-24,2.0,99768.46,Delivered,1
922,2024-11-28,4,10,8,4,5,1986.6,1052,39788.24,96846.11,56676.55,2024-11-30,2024-12-01,1.0,53869.15,Delivered,1
923,2024-11-21,4,10,8,4,7,446.3,1052,8996.46,25407.29,20096.13,2024-11-23,2024-11-24,1.0,13368.26,Delivered,1
924,2025-05-07,4,10,8,1,1,3174.9,1052,65556.01,183473.25,97691.08,2025-05-09,2025-05-10,1.0,98655.35,Delivered,1
925,2025-06-21,4,10,8,1,1,1274.5,1052,27202.75,60412.51,66988.42,2025-06-23,2025-07-03,10.0,221365.12,Delivered,1
926,2025-06-26,24,5,14,4,1,2559.9,1718,86686.94,193598.25,135138.65,2025-06-29,2025-07-07,8.0,480107.88,Delivered,1
927,2024-07-30,4,10,8,4,2,1292.6,1052,25133.68,74394.91,63109.5,2024-08-01,2024-08-05,4.0,120073.3,Delivered,1
928,2025-06-21,4,10,8,4,1,1125.8,1052,24028.92,55082.44,54125.01,2025-06-23,,,,In Transit,1
929,2024-12-25,15,2,10,3,7,338.9,225,1468.62,3882.1,9953.69,2024-12-27,2024-12-27,0.0,0.0,Delivered,1
930,2025-06-28,15,2,10,2,6,2919.1,225,13462.55,9064.99,136511.06,2025-06-30,2025-07-03,3.0,205417.12,Delivered,3
931,2024-11-23,15,2,10,3,1,3398.0,225,14460.14,36656.11,120486.7,2024-11-25,2024-11-29,4.0,370878.18,Delivered,1
932,2024-04-09,15,2,10,4,5,469.5,225,1892.07,5823.22,11883.48,2024-04-11,2024-04-11,0.0,0.0,Delivered,1
933,2024-10-28,15,2,10,4,6,3475.2,225,14984.22,11533.99,174063.1,2024-10-30,2024-11-03,4.0,335563.32,Delivered,3
934,2024-03-30,15,2,10,4,7,3311.7,225,13128.61,38910.95,107714.69,2024-04-01,2024-04-01,0.0,0.0,Delivered,1
935,2024-05-22,9,11,3,4,1,665.9,941,11049.87,32626.79,26118.32,2024-05-24,2024-05-26,2.0,41142.02,Delivered,1
936,2024-12-06,15,2,10,4,7,522.7,225,2207.63,6205.59,17930.05,2024-12-08,2024-12-08,0.0,0.0,Delivered,1
937,2024-07-27,4,10,8,1,1,812.1,1052,16242.33,41859.72,37586.16,2024-07-29,2024-08-04,6.0,163907.38,Delivered,1
938,2024-08-13,4,10,8,4,3,1203.8,1052,23318.25,37264.14,56431.13,2024-08-15,2024-08-16,1.0,23071.43,Delivered,2
939,2024-04-16,4,10,8,3,3,3485.2,1052,67315.66,93680.53,152666.2,2024-04-18,2024-04-18,0.0,0.0,Delivered,2
940,2024-03-22,4,10,8,1,1,2583.3,1052,46069.86,122897.92,110897.28,2024-03-24,2024-03-26,2.0,110103.53,Delivered,1
941,2024-01-03,15,2,10,3,7,565.3,225,2244.16,5785.2,20688.77,2024-01-05,2024-01-06,1.0,12402.14,Delivered,1
942,2024-05-12,4,10,8,1,5,3072.9,1052,58188.43,143348.46,132913.44,2024-05-14,2024-05-14,0.0,0.0,Delivered,1
943,2024-02-03,4,10,8,2,2,3314.6,1052,62771.87,159062.61,152525.53,2024-02-05,2024-02-05,0.0,0.0,Delivered,1
944,2024-07-29,4,10,8,3,5,702.6,1052,13328.24,34171.66,32646.36,2024-07-31,2024-07-31,0.0,0.0,Delivered,1
945,2024-12-29,15,2,10,3,6,2998.9,225,13211.8,10845.56,123187.07,2024-12-31,2025-01-02,2.0,198537.62,Delivered,3
946,2024-08-02,4,10,8,2,8,2701.4,1052,52413.71,81895.83,143921.48,2024-08-04,2024-08-04,0.0,0.0,Delivered,2
947,2025-06-24,15,2,10,3,7,2174.5,225,9962.72,24834.18,108632.69,2025-06-26,2025-06-30,4.0,280025.88,Delivered,1
948,2024-04-02,15,2,10,3,6,2248.4,225,9338.94,7951.08,63530.14,2024-04-04,2024-04-09,5.0,379847.69,Delivered,3
949,2024-08-20,4,10,8,1,3,1587.1,1052,31040.34,44708.0,54917.4,2024-08-22,2024-08-22,0.0,0.0,Delivered,2
950,2024-12-27,15,2,10,2,1,1310.3,225,5698.29,16101.2,50883.64,2024-12-29,2025-01-02,4.0,170467.08,Delivered,1
951,2024-07-20,4,10,8,2,7,2981.2,1052,57777.14,157850.89,116257.22,2024-07-22,2024-07-25,3.0,136042.22,Delivered,1
952,2025-04-03,4,10,8,4,2,2051.2,1052,42721.59,97086.11,96394.06,2025-04-05,2025-04-06,1.0,66115.11,Delivered,1
953,2024-05-23,15,2,10,3,5,1021.2,225,4296.51,10059.36,39530.41,2024-05-25,2024-05-25,0.0,0.0,Delivered,1
954,2025-01-27,15,2,10,1,6,578.2,225,2546.06,1892.46,26469.26,2025-01-29,2025-01-30,1.0,12237.49,Delivered,3
955,2024-08-15,4,10,8,5,5,2520.4,1052,48193.51,136583.62,122067.0,2024-08-17,2024-08-21,4.0,320251.52,Delivered,1
956,2024-05-08,14,13,7,4,3,3203.3,1384,80422.21,112503.19,174949.87,2024-05-10,2024-05-10,0.0,0.0,Delivered,2
957,2024-07-16,4,10,8,3,2,229.8,1052,4511.81,11114.51,6085.91,2024-07-18,2024-07-22,4.0,27355.33,Delivered,1
958,2025-02-01,12,4,11,4,8,1869.9,852,29488.79,42545.09,54156.6,2025-02-03,2025-02-03,0.0,0.0,Delivered,2
959,2024-10-04,15,2,10,3,5,592.3,225,2516.99,6974.81,19122.35,2024-10-06,2024-10-06,0.0,0.0,Delivered,1
960,2024-09-25,15,2,10,2,6,1087.2,225,4665.5,3241.11,48873.47,2024-09-27,2024-09-30,3.0,82065.94,Delivered,3
961,2025-04-15,15,2,10,2,1,2943.2,225,12997.78,32106.35,89777.6,2025-04-17,2025-04-20,3.0,293159.31,Delivered,1
962,2024-07-14,4,10,8,2,1,3151.7,1052,60710.87,164116.01,109322.3,2024-07-16,2024-07-22,6.0,406414.54,Delivered,1
963,2025-04-05,15,2,10,3,6,1779.1,225,7850.8,5537.06,75836.68,2025-04-07,2025-04-13,6.0,352239.39,Delivered,3
964,2024-11-05,15,2,10,1,5,3145.5,225,13739.64,38104.9,131373.66,2024-11-07,2024-11-07,0.0,0.0,Delivered,1
965,2025-03-16,15,2,10,1,2,2044.9,225,9107.41,21717.86,100501.15,2025-03-18,2025-03-18,0.0,0.0,Delivered,1
966,2024-02-20,4,10,8,1,8,1558.6,1052,29799.47,43157.88,63842.03,2024-02-22,2024-02-23,1.0,44407.25,Delivered,2
967,2024-07-19,4,10,8,4,1,3499.1,1052,67374.9,186765.57,95590.61,2024-07-21,2024-07-29,8.0,842846.97,Delivered,1
968,2025-01-01,4,10,8,2,5,2402.4,1052,47857.42,124766.84,93520.73,2025-01-03,2025-01-03,0.0,0.0,Delivered,1
969,2025-05-27,4,10,8,4,5,2121.7,1052,45289.5,109209.31,109674.35,2025-05-29,2025-05-29,0.0,0.0,Delivered,1
970,2025-05-13,4,10,8,3,2,2737.9,1052,57749.73,136269.35,136133.49,2025-05-15,2025-05-15,0.0,0.0,Delivered,1
971,2025-03-07,4,10,8,4,1,275.7,1052,5667.43,15828.31,11195.21,2025-03-09,2025-03-13,4.0,36406.81,Delivered,1
972,2025-03-31,15,2,10,5,6,2276.0,225,10172.57,7150.69,116794.7,2025-04-02,2025-04-07,5.0,217421.48,Delivered,3
973,2025-04-23,4,10,8,2,5,2974.0,1052,62374.04,151006.6,146859.57,2025-04-25,2025-04-25,0.0,0.0,Delivered,1
974,2024-02-27,15,2,10,4,6,279.7,225,1134.34,887.93,8656.72,2024-02-29,2024-03-02,2.0,18949.03,Delivered,3
975,2025-06-14,12,4,11,5,6,2178.7,852,36011.69,28633.44,107967.3,2025-06-16,2025-06-18,2.0,70482.51,Delivered,3
976,2025-06-29,15,2,10,4,1,930.9,225,4359.08,9050.08,41446.76,2025-07-01,2025-07-08,7.0,133563.98,Delivered,1
977,2024-05-15,4,10,8,2,3,2105.2,1052,40384.4,61571.04,70460.25,2024-05-17,2024-05-17,0.0,0.0,Delivered,2
978,2024-12-21,6,13,14,4,6,3367.0,482,30494.35,24048.61,189560.45,2024-12-23,2024-12-28,5.0,574186.14,Delivered,3
979,2025-03-10,15,2,10,2,6,1446.6,225,6205.94,4519.27,77711.62,2025-03-12,2025-03-14,2.0,84570.27,Delivered,3
980,2024-07-26,18,15,3,3,8,1422.2,909,23728.09,36383.64,71948.49,2024-07-28,2024-07-29,1.0,40973.45,Delivered,2
981,2024-05-10,4,10,8,2,3,2124.3,1052,39086.72,65541.09,75767.2,2024-05-12,2024-05-14,2.0,110625.85,Delivered,2
982,2025-02-12,11,15,5,4,6,3047.5,1642,98055.13,77322.15,105663.39,2025-02-15,2025-02-22,7.0,503521.5,Delivered,3
983,2024-07-26,15,2,10,1,1,3337.9,225,13992.35,39939.69,129797.62,2024-07-28,2024-08-04,7.0,407945.23,Delivered,1
984,2024-02-27,15,2,10,1,6,879.2,225,3565.63,2756.81,35425.46,2024-02-29,2024-03-03,3.0,79469.26,Delivered,3
985,2024-12-18,4,10,8,4,3,2573.7,1052,51793.1,72092.51,115403.8,2024-12-20,2024-12-20,0.0,0.0,Delivered,2
986,2024-10-16,8,3,5,1,5,1614.1,119,3667.39,9633.2,68592.19,2024-10-18,2024-10-18,0.0,0.0,Delivered,1
987,2024-08-08,4,10,8,4,3,226.3,1052,4593.3,5701.29,9593.98,2024-08-10,2024-08-11,1.0,7619.24,Delivered,2
988,2024-12-05,17,5,14,1,8,2818.4,1079,58317.16,76311.15,161703.04,2024-12-07,2024-12-07,0.0,0.0,Delivered,2
989,2024-02-20,5,12,5,1,6,3190.8,133,7516.55,6629.0,115582.53,2024-02-22,2024-02-24,2.0,144801.35,Delivered,3
990,2025-01-15,4,10,8,5,3,1649.4,1052,33600.17,43086.14,64512.65,2025-01-17,2025-01-17,0.0,0.0,Delivered,2
991,2024-01-13,21,3,8,3,5,1101.6,1032,20023.9,52953.05,42965.12,2024-01-15,2024-01-15,0.0,0.0,Delivered,1
992,2025-05-28,4,10,8,1,2,2130.0,1052,44634.52,104604.91,117739.48,2025-05-30,2025-05-31,1.0,68053.23,Delivered,1
993,2024-11-07,4,10,8,4,8,1787.5,1052,34517.94,55913.45,60398.23,2024-11-09,2024-11-10,1.0,44910.34,Delivered,2
994,2024-04-06,4,10,8,3,3,2815.0,1052,52968.18,85416.01,106422.21,2024-04-08,2024-04-08,0.0,0.0,Delivered,2
995,2025-03-14,4,10,8,1,3,1672.2,1052,33667.99,41746.18,65448.84,2025-03-16,2025-03-16,0.0,0.0,Delivered,2
996,2025-04-09,1,7,13,4,8,3325.4,746,46195.19,68116.1,181798.63,2025-04-11,2025-04-12,1.0,56668.59,Delivered,2
997,2024-07-19,4,10,8,3,5,2690.6,1052,51807.29,148688.43,146143.52,2024-07-21,2024-07-24,3.0,157774.19,Delivered,1
998,2025-04-06,15,2,10,2,6,2897.2,225,12993.48,9265.33,80635.04,2025-04-08,2025-04-10,2.0,153117.65,Delivered,3
999,2024-06-23,15,2,10,5,6,713.6,225,2881.56,2268.71,36271.74,2024-06-25,2024-06-26,1.0,22007.94,Delivered,3
1000,2025-01-28,3,8,7,4,2,3171.5,1058,66863.82,152613.89,114128.02,2025-01-30,2025-01-31,1.0,85514.63,Delivered,1
1001,2024-10-21,14,13,7,5,8,3084.9,1384,83096.19,124390.39,89413.43,2024-10-23,2024-10-23,0.0,0.0,Delivered,2
1002,2025-06-11,4,10,8,1,3,936.1,1052,19612.41,26372.64,26240.42,2025-06-13,2025-06-13,0.0,0.0,Delivered,2
1003,2024-03-02,19,15,7,4,6,2625.2,1063,50262.3,35293.94,104910.66,2024-03-04,2024-03-10,6.0,536759.83,Delivered,3
1004,2025-02-21,4,10,8,5,2,1274.9,1052,27063.9,70411.62,47940.69,2025-02-23,2025-02-24,1.0,24693.92,Delivered,1
1005,2024-06-04,15,2,10,1,7,1671.0,225,6910.74,20505.41,76015.33,2024-06-06,2024-06-07,1.0,26957.08,Delivered,1
1006,2025-05-28,4,10,8,4,1,1285.2,1052,26931.59,68303.81,58397.43,2025-05-30,2025-06-01,2.0,61669.17,Delivered,1
1007,2025-06-22,15,2,10,1,5,250.0,225,1164.37,3042.91,14562.84,2025-06-24,2025-06-26,2.0,15918.83,Delivered,1
1008,2025-01-30,4,10,8,1,5,2484.7,1052,50863.83,132389.32,134500.55,2025-02-01,2025-02-02,1.0,64023.83,Delivered,1
1009,2025-05-14,15,2,10,4,6,3112.0,225,14261.97,9811.39,155888.52,2025-05-16,2025-05-19,3.0,258896.35,Delivered,3
1010,2024-08-21,4,10,8,2,8,794.5,1052,15356.63,23349.82,34664.16,2024-08-23,2024-08-24,1.0,13508.62,Delivered,2
1011,2024-04-21,15,2,10,1,6,3115.3,225,12805.56,9851.37,143136.96,2024-04-23,2024-04-25,2.0,138922.84,Delivered,3
1012,2024-02-21,6,13,14,3,6,3359.0,482,29124.28,23947.62,116676.72,2024-02-23,2024-02-25,2.0,136644.4,Delivered,3
1013,2025-03-14,15,2,10,5,6,1425.9,225,6264.24,4081.68,44545.58,2025-03-16,2025-03-19,3.0,145858.85,Delivered,3
1014,2024-07-02,15,2,10,3,1,2249.9,225,9485.21,25087.89,101786.47,2024-07-04,2024-07-11,7.0,381024.1,Delivered,1
1015,2024-06-27,25,15,14,1,8,3388.4,363,22076.88,30338.59,112310.75,2024-06-29,2024-07-02,3.0,159400.02,Delivered,2
1016,2024-08-13,4,10,8,1,3,2936.6,1052,56883.5,79156.65,117357.11,2024-08-15,2024-08-15,0.0,0.0,Delivered,2
1017,2025-05-14,4,10,8,1,2,236.7,1052,4975.66,13405.4,14014.33,2025-05-16,2025-05-18,2.0,7155.37,Delivered,1
1018,2025-04-26,4,10,8,3,7,3278.4,1052,69039.25,181116.4,98631.88,2025-04-28,2025-04-29,1.0,57450.6,Delivered,1
1019,2025-05-24,4,10,8,1,2,3393.8,1052,69176.2,178747.64,115630.57,2025-05-26,2025-05-26,0.0,0.0,Delivered,1
1020,2025-06-09,15,2,10,5,7,3188.4,225,14548.22,36491.61,117927.22,2025-06-11,2025-06-12,1.0,58590.03,Delivered,1
1021,2024-03-31,25,15,14,1,3,3187.5,363,21276.55,30768.26,141478.69,2024-04-02,2024-04-02,0.0,0.0,Delivered,2
1022,2024-07-13,24,5,14,1,3,1965.1,1718,64478.84,87938.55,72099.01,2024-07-15,2024-07-16,1.0,46976.42,Delivered,2
1023,2025-06-13,10,6,3,4,8,2368.6,598,27677.5,34361.93,75303.09,2025-06-15,2025-06-15,0.0,0.0,Delivered,2
1024,2024-06-01,15,2,10,4,6,2636.4,225,10480.73,9305.03,94752.95,2024-06-03,2024-06-06,3.0,228908.75,Delivered,3
1025,2024-03-18,15,2,10,1,6,510.0,225,2050.72,1755.51,14249.49,2024-03-20,2024-03-23,3.0,45627.7,Delivered,3
1026,2024-04-11,19,15,7,1,3,2069.1,1063,39340.12,57263.27,119949.91,2024-04-13,2024-04-13,0.0,0.0,Delivered,2
1027,2025-03-20,4,10,8,1,3,2508.9,1052,51409.23,67575.11,123277.13,2025-03-22,2025-03-22,0.0,0.0,Delivered,2
1028,2025-03-21,11,15,5,4,3,2504.3,1642,82112.22,106156.16,124645.94,2025-03-23,2025-03-23,0.0,0.0,Delivered,2
1029,2024-04-29,15,2,10,1,1,1311.3,225,5561.77,15237.57,64228.23,2024-05-01,2024-05-04,3.0,121473.74,Delivered,1
1030,2024-10-18,4,10,8,1,7,2671.0,1052,53064.37,128702.32,91419.62,2024-10-20,2024-10-20,0.0,0.0,Delivered,1
1031,2025-04-14,4,10,8,2,8,2213.8,1052,44784.35,64444.01,74895.33,2025-04-16,2025-04-16,0.0,0.0,Delivered,2
1032,2024-12-17,24,5,14,1,8,1193.2,1718,38541.47,60440.32,43459.02,2024-12-19,2024-12-19,0.0,0.0,Delivered,2
1033,2024-03-17,24,5,14,1,3,2830.6,1718,84631.05,128031.48,153884.99,2024-03-19,2024-03-19,0.0,0.0,Delivered,2
1034,2025-03-05,15,2,10,3,6,3014.3,225,13328.47,9734.44,146768.53,2025-03-07,2025-03-12,5.0,319958.92,Delivered,3
1035,2024-02-20,15,2,10,4,7,2526.6,225,10550.48,30644.13,87795.31,2024-02-22,2024-02-22,0.0,0.0,Delivered,1
1036,2025-06-29,4,10,8,1,3,1760.5,1052,37832.04,44578.78,101208.94,2025-07-01,2025-07-01,0.0,0.0,Delivered,2
1037,2025-02-26,4,10,8,1,8,2271.6,1052,46845.62,70771.18,133777.36,2025-02-28,2025-02-28,0.0,0.0,Delivered,2
1038,2025-06-25,12,4,11,3,6,2204.9,852,36103.04,27694.73,58395.21,2025-06-27,2025-07-02,5.0,234649.08,Delivered,3
1039,2024-02-14,12,4,11,4,3,2271.6,852,32860.7,57181.93,127064.09,2024-02-16,2024-02-17,1.0,43686.81,Delivered,2
1040,2024-04-19,7,10,7,3,1,3212.6,1038,59815.71,168604.34,120749.97,2024-04-21,2024-04-25,4.0,392866.34,Delivered,1
1041,2025-03-08,15,2,10,5,6,2181.5,225,9689.75,6295.92,96841.56,2025-03-10,2025-03-12,2.0,73032.43,Delivered,3
1042,2024-01-12,4,10,8,1,3,376.6,1052,6793.5,11363.66,17505.89,2024-01-14,2024-01-14,0.0,0.0,Delivered,2
1043,2025-04-03,15,2,10,1,2,1198.7,225,5443.95,14661.28,71844.35,2025-04-05,2025-04-06,1.0,35465.08,Delivered,1
1044,2024-10-15,4,10,8,3,3,676.6,1052,13092.62,21211.27,40113.26,2024-10-17,2024-10-17,0.0,0.0,Delivered,2
1045,2024-05-05,4,10,8,2,1,938.4,1052,17178.47,43533.24,26865.17,2024-05-07,2024-05-11,4.0,80573.99,Delivered,1
1046,2024-09-14,4,10,8,3,3,2802.2,1052,55469.82,82987.63,98111.63,2024-09-16,2024-09-16,0.0,0.0,Delivered,2
1047,2025-06-20,4,10,8,4,2,3221.0,1052,67438.84,172994.61,102888.01,2025-06-22,2025-06-25,3.0,288341.46,Delivered,1
1048,2025-01-28,15,2,10,4,7,2045.6,225,9298.9,24787.15,111929.12,2025-01-30,2025-01-31,1.0,52426.6,Delivered,1
1049,2025-02-05,4,10,8,5,3,238.4,1052,4692.54,6426.74,8367.53,2025-02-07,2025-02-08,1.0,5289.78,Delivered,2
1050,2025-01-23,4,10,8,2,5,675.4,1052,13240.37,35150.4,40094.69,2025-01-25,2025-01-25,0.0,0.0,Delivered,1
1051,2024-12-18,15,2,10,1,6,2020.4,225,8871.68,6861.48,83572.43,2024-12-20,2024-12-23,3.0,192538.66,Delivered,3
1052,2025-03-20,12,4,11,1,6,2329.1,852,37734.39,28876.27,84087.52,2025-03-22,2025-03-26,4.0,273942.69,Delivered,3
1053,2024-08-24,2,12,3,3,5,678.7,92,1145.34,3388.71,23756.79,2024-08-26,2024-08-28,2.0,36603.67,Delivered,1
1054,2025-04-06,4,10,8,2,3,470.2,1052,9668.49,11933.2,28104.72,2025-04-08,2025-04-08,0.0,0.0,Delivered,2
1055,2024-07-16,4,10,8,3,3,2808.4,1052,55139.12,78975.69,71725.3,2024-07-18,2024-07-19,1.0,48509.95,Delivered,2
1056,2024-12-18,15,2,10,2,1,1979.4,225,8691.65,21701.92,115474.81,2024-12-20,2024-12-24,4.0,232840.72,Delivered,1
1057,2024-11-15,4,10,8,3,3,2798.9,1052,55365.44,86798.08,140562.16,2024-11-17,2024-11-17,0.0,0.0,Delivered,2
1058,2024-02-26,4,10,8,3,3,3078.5,1052,56711.32,95076.75,86118.41,2024-02-28,2024-02-28,0.0,0.0,Delivered,2
1059,2025-03-01,3,8,7,4,6,798.5,1058,16359.14,12010.08,35161.92,2025-03-03,2025-03-08,5.0,106884.27,Delivered,3
1060,2024-11-27,15,2,10,1,6,287.7,225,1224.55,891.15,10661.53,2024-11-29,2024-12-03,4.0,21389.81,Delivered,3
1061,2024-11-24,2,12,3,5,7,810.5,92,1356.03,3262.04,35329.83,2024-11-26,2024-11-26,0.0,0.0,Delivered,1
1062,2025-02-21,15,2,10,1,6,3097.3,225,14330.6,9330.82,155796.08,2025-02-23,2025-02-27,4.0,369621.25,Delivered,3
1063,2025-03-02,4,10,8,1,8,1823.5,1052,36921.44,54179.22,59481.68,2025-03-04,2025-03-04,0.0,0.0,Delivered,2
1064,2025-02-08,15,2,10,3,6,1104.6,225,4864.01,3570.82,41092.12,2025-02-10,2025-02-13,3.0,83326.72,Delivered,3
1065,2025-02-26,4,10,8,3,8,3297.2,1052,67995.85,89242.3,136082.61,2025-02-28,2025-02-28,0.0,0.0,Delivered,2
1066,2025-05-03,4,10,8,1,8,1105.2,1052,23122.21,33855.82,63504.36,2025-05-05,2025-05-05,0.0,0.0,Delivered,2
1067,2024-05-30,4,10,8,4,1,308.5,1052,5720.62,15490.89,13491.75,2024-06-01,2024-06-04,3.0,17668.83,Delivered,1
1068,2025-03-14,15,2,10,1,7,1827.8,225,8029.86,19343.3,63434.36,2025-03-16,2025-03-16,0.0,0.0,Delivered,1
1069,2024-09-05,15,2,10,1,2,2943.5,225,12635.19,34701.43,99169.3,2024-09-07,2024-09-08,1.0,76923.27,Delivered,1
1070,2024-12-05,1,7,13,3,7,2889.6,746,40108.55,103873.19,159594.88,2024-12-07,2024-12-07,0.0,0.0,Delivered,1
1071,2024-09-29,4,10,8,3,1,2720.9,1052,52499.19,154159.5,148384.31,2024-10-01,2024-10-08,7.0,330629.09,Delivered,1
1072,2025-06-24,15,2,10,4,6,391.4,225,1793.24,1318.25,13663.2,2025-06-26,2025-06-29,3.0,34808.19,Delivered,3
1073,2024-07-08,12,4,11,3,1,3257.1,852,50439.88,128783.55,180720.95,2024-07-10,2024-07-15,5.0,491368.51,Delivered,1
1074,2024-04-25,4,10,8,3,7,347.0,1052,6602.61,18326.86,13290.63,2024-04-27,2024-04-27,0.0,0.0,Delivered,1
1075,2025-03-16,4,10,8,4,2,524.3,1052,10705.68,26745.4,29507.66,2025-03-18,2025-03-18,0.0,0.0,Delivered,1
1076,2024-11-04,15,2,10,4,6,967.6,225,4136.17,3045.68,44273.67,2024-11-06,2024-11-11,5.0,77338.89,Delivered,3
1077,2024-08-22,15,2,10,1,6,1305.3,225,5585.29,4333.51,34364.44,2024-08-24,2024-08-26,2.0,62157.96,Delivered,3
1078,2024-05-14,15,2,10,1,6,2172.0,225,9056.79,7329.74,75295.21,2024-05-16,2024-05-19,3.0,177843.36,Delivered,3
1079,2024-04-26,20,8,15,1,3,1766.7,834,27708.2,41068.12,63246.81,2024-04-28,2024-04-28,0.0,0.0,Delivered,2
1080,2024-03-10,5,12,5,2,5,210.0,133,469.56,1306.56,9310.72,2024-03-12,2024-03-12,0.0,0.0,Delivered,1
1081,2024-11-10,4,10,8,2,8,2504.6,1052,48899.84,70039.44,71320.41,2024-11-12,2024-11-12,0.0,0.0,Delivered,2
1082,2024-01-06,4,10,8,4,3,480.2,1052,8852.82,14387.81,23593.79,2024-01-08,2024-01-08,0.0,0.0,Delivered,2
1083,2025-04-09,4,10,8,2,2,3487.8,1052,70021.58,166059.44,190465.88,2025-04-11,2025-04-12,1.0,113318.6,Delivered,1
1084,2024-02-03,4,10,8,1,1,332.9,1052,6304.46,18625.04,13014.1,2024-02-05,2024-02-08,3.0,21932.37,Delivered,1
1085,2024-12-17,3,8,7,3,8,540.0,1058,10741.66,15754.92,18392.48,2024-12-19,2024-12-19,0.0,0.0,Delivered,2
1086,2024-12-01,4,10,8,2,1,301.8,1052,5883.32,16672.53,10169.95,2024-12-03,2024-12-05,2.0,14763.1,Delivered,1
1087,2025-02-24,15,2,10,2,7,987.0,225,4376.89,11384.21,40909.17,2025-02-26,2025-02-27,1.0,23839.5,Delivered,1
1088,2024-08-29,2,12,3,2,1,858.1,92,1461.55,4197.14,24312.03,2024-08-31,2024-09-05,5.0,69362.67,Delivered,1
1089,2024-01-03,4,10,8,1,8,3224.3,1052,58542.44,93686.66,100731.0,2024-01-05,2024-01-05,0.0,0.0,Delivered,2
1090,2024-09-03,15,2,10,1,2,2881.2,225,12145.44,31350.01,148511.4,2024-09-05,2024-09-07,2.0,123693.67,Delivered,1
1091,2025-01-31,15,2,10,2,6,761.3,225,3384.45,2683.97,26583.54,2025-02-02,2025-02-05,3.0,36778.91,Delivered,3
